time,value
2024-05-28 15:34:23,116390
2024-05-28 15:35:24,118430
2024-05-28 15:36:23,118430
2024-05-28 15:37:23,118430
2024-05-28 15:38:24,115820
2024-05-28 15:39:23,117870
2024-05-28 15:40:24,117870
2024-05-28 15:41:23,118550
2024-05-28 15:42:23,118550
2024-05-28 15:43:23,117620
2024-05-28 15:44:23,117390
2024-05-28 15:45:23,117390
2024-05-28 15:46:24,114910
2024-05-28 15:47:23,114240
2024-05-28 15:48:23,113450
2024-05-28 15:49:24,114790
2024-05-28 15:50:23,114570
2024-05-28 15:51:23,113560
2024-05-28 15:52:23,115230
2024-05-28 15:53:23,113220
2024-05-28 15:54:24,113220
2024-05-28 15:55:24,113220
2024-05-28 15:56:24,113220
2024-05-28 15:57:24,113220
2024-05-28 15:58:24,113220
2024-05-28 15:59:24,113220
2024-05-28 16:00:24,113220
2024-05-28 16:01:24,113220
2024-05-28 16:02:24,113220
2024-05-28 16:03:24,113220
2024-05-28 16:04:24,113220
2024-05-28 16:05:24,113220
2024-05-28 16:06:24,113220
2024-05-28 16:07:24,113220
2024-05-28 16:08:24,113220
2024-05-28 16:09:24,113220
2024-05-28 16:10:24,113220
2024-05-28 16:11:24,113220
2024-05-28 16:12:24,113220
2024-05-28 16:13:24,113220
2024-05-28 16:14:24,113220
2024-05-28 16:15:25,113220
2024-05-28 16:16:25,113220
2024-05-28 16:17:25,113220
2024-05-28 16:18:25,113220
2024-05-28 16:19:25,0
2024-05-28 16:20:25,0
2024-05-28 16:21:25,0
2024-05-28 16:22:25,0
2024-05-28 16:23:25,0
2024-05-28 16:24:24,0
2024-05-28 16:25:25,0
2024-05-28 16:26:24,0
2024-05-28 16:27:25,0
2024-05-28 16:28:25,0
2024-05-28 16:29:25,0
2024-05-28 16:30:25,0
2024-05-28 16:31:25,0
2024-05-28 16:32:25,0
2024-05-28 16:33:25,0
2024-05-28 16:34:25,0
2024-05-28 16:35:25,0
2024-05-28 16:36:25,0
2024-05-28 16:37:25,0
2024-05-28 16:38:25,0
2024-05-28 16:39:25,0
2024-05-28 16:40:25,607270
2024-05-28 16:41:25,605560
2024-05-28 16:42:25,0
2024-05-28 16:43:25,0
2024-05-28 16:44:25,0
2024-05-28 16:45:25,0
2024-05-28 16:46:25,0
2024-05-28 16:47:25,0
2024-05-28 16:48:25,0
2024-05-28 16:49:25,0
2024-05-28 16:50:25,0
2024-05-28 16:51:25,0
2024-05-28 16:52:25,0
2024-05-28 16:53:25,0
2024-05-28 16:54:25,0
2024-05-28 16:55:25,0
2024-05-28 16:56:25,0
2024-05-28 16:57:26,0
2024-05-28 16:58:36,0
2024-05-28 16:59:26,0
2024-05-28 17:00:26,0
2024-05-28 17:01:26,0
2024-05-28 17:02:26,0
2024-05-28 17:03:26,0
2024-05-28 17:04:26,0
2024-05-28 17:05:26,0
2024-05-28 17:06:26,0
2024-05-28 17:07:26,0
2024-05-28 17:08:26,108640
2024-05-28 17:09:26,108640
2024-05-28 17:10:26,108640
2024-05-28 17:11:26,116810
2024-05-28 17:12:26,113790
2024-05-28 17:13:26,114680
2024-05-28 17:14:26,116810
2024-05-28 17:15:26,116150
2024-05-28 17:16:26,115480
2024-05-28 17:17:26,116030
2024-05-28 17:18:26,117270
2024-05-28 17:19:26,117160
2024-05-28 17:20:26,116380
2024-05-28 17:21:27,115140
2024-05-28 17:22:27,114460
2024-05-28 17:23:27,116260
2024-05-28 17:24:27,116920
2024-05-28 17:25:26,116920
2024-05-28 17:26:26,116920
2024-05-28 17:27:26,681260
2024-05-28 17:28:27,681260
2024-05-28 17:29:27,115920
2024-05-28 17:30:27,115920
2024-05-28 17:31:27,115250
2024-05-28 17:32:27,115250
2024-05-28 17:33:27,115800
2024-05-28 17:34:27,116810
2024-05-28 17:35:27,115460
2024-05-28 17:36:27,114450
2024-05-28 17:37:27,116110
2024-05-28 17:38:27,115230
2024-05-28 17:39:27,115110
2024-05-28 17:40:27,114220
2024-05-28 17:41:27,114880
2024-05-28 17:42:27,0
2024-05-28 17:43:27,0
2024-05-28 17:44:27,0
2024-05-28 17:45:27,0
2024-05-28 17:46:27,0
2024-05-28 17:47:27,0
2024-05-28 17:48:27,0
2024-05-28 17:49:27,0
2024-05-28 17:50:27,0
2024-05-28 17:51:27,0
2024-05-28 17:52:28,0
2024-05-28 17:53:27,0
2024-05-28 17:54:28,0
2024-05-28 17:55:28,0
2024-05-28 17:56:28,0
2024-05-28 17:57:27,0
2024-05-28 17:58:27,0
2024-05-28 17:59:27,0
2024-05-28 18:00:27,0
2024-05-28 18:01:27,0
2024-05-28 18:02:28,0
2024-05-28 18:03:28,0
2024-05-28 18:04:28,0
2024-05-28 18:05:27,0
2024-05-28 18:06:28,0
2024-05-28 18:07:28,0
2024-05-28 18:08:28,0
2024-05-28 18:09:28,0
2024-05-28 18:10:27,0
2024-05-28 18:11:27,0
2024-05-28 18:12:28,0
2024-05-28 18:13:27,0
2024-05-28 18:14:28,0
2024-05-28 18:15:28,608870
2024-05-28 18:16:28,598080
2024-05-28 18:17:28,0
2024-05-28 18:18:28,0
2024-05-28 18:19:28,0
2024-05-28 18:20:28,0
2024-05-28 18:21:28,0
2024-05-28 18:22:28,0
2024-05-28 18:23:28,0
2024-05-28 18:24:28,0
2024-05-28 18:25:28,0
2024-05-28 18:26:28,0
2024-05-28 18:27:28,0
2024-05-28 18:28:28,0
2024-05-28 18:29:28,0
2024-05-28 18:30:28,0
2024-05-28 18:31:29,0
2024-05-28 18:32:29,0
2024-05-28 18:33:29,0
2024-05-28 18:34:40,0
2024-05-28 18:35:29,0
2024-05-28 18:36:29,0
2024-05-28 18:37:29,0
2024-05-28 18:38:29,0
2024-05-28 18:39:29,0
2024-05-28 18:40:29,0
2024-05-28 18:41:29,0
2024-05-28 18:42:29,0
2024-05-28 18:43:28,0
2024-05-28 18:44:29,0
2024-05-28 18:45:29,0
2024-05-28 18:46:29,0
2024-05-28 18:47:29,0
2024-05-28 18:48:29,0
2024-05-28 18:49:29,0
2024-05-28 18:50:29,0
2024-05-28 18:51:29,0
2024-05-28 18:52:29,0
2024-05-28 18:53:29,0
2024-05-28 18:54:29,0
2024-05-28 18:55:29,614680
2024-05-28 18:56:29,609670
2024-05-28 18:57:30,0
2024-05-28 18:58:30,0
2024-05-28 18:59:29,0
2024-05-28 19:00:30,0
2024-05-28 19:01:30,0
2024-05-28 19:02:30,0
2024-05-28 19:03:29,0
2024-05-28 19:04:29,0
2024-05-28 19:05:29,0
2024-05-28 19:06:29,0
2024-05-28 19:07:29,0
2024-05-28 19:08:29,0
2024-05-28 19:09:29,0
2024-05-28 19:10:29,0
2024-05-28 19:11:29,0
2024-05-28 19:12:29,0
2024-05-28 19:13:29,0
2024-05-28 19:14:30,0
2024-05-28 19:15:29,0
2024-05-28 19:16:30,0
2024-05-28 19:17:30,0
2024-05-28 19:18:30,0
2024-05-28 19:19:30,0
2024-05-28 19:20:30,0
2024-05-28 19:21:30,0
2024-05-28 19:22:30,0
2024-05-28 19:23:30,112670
2024-05-28 19:24:30,113680
2024-05-28 19:25:30,113080
2024-05-28 19:26:30,113200
2024-05-28 19:27:30,115110
2024-05-28 19:28:30,116580
2024-05-28 19:29:30,116230
2024-05-28 19:30:30,115460
2024-05-28 19:31:30,115460
2024-05-28 19:32:30,114680
2024-05-28 19:33:30,115920
2024-05-28 19:34:30,117160
2024-05-28 19:35:30,115590
2024-05-28 19:36:30,117040
2024-05-28 19:37:30,115480
2024-05-28 19:38:30,115590
2024-05-28 19:39:35,693230
2024-05-28 19:40:31,671440
2024-05-28 19:41:31,116380
2024-05-28 19:42:31,117160
2024-05-28 19:43:31,118280
2024-05-28 19:44:31,118280
2024-05-28 19:45:31,116810
2024-05-28 19:46:31,116810
2024-05-28 19:47:30,114570
2024-05-28 19:48:31,114570
2024-05-28 19:49:31,114450
2024-05-28 19:50:31,114450
2024-05-28 19:51:31,114910
2024-05-28 19:52:31,115340
2024-05-28 19:53:31,115690
2024-05-28 19:54:31,114570
2024-05-28 19:55:31,0
2024-05-28 19:56:31,0
2024-05-28 19:57:31,0
2024-05-28 19:58:31,0
2024-05-28 19:59:31,0
2024-05-28 20:00:31,0
2024-05-28 20:01:31,0
2024-05-28 20:02:31,0
2024-05-28 20:03:31,0
2024-05-28 20:04:31,0
2024-05-28 20:05:31,0
2024-05-28 20:06:31,0
2024-05-28 20:07:31,0
2024-05-28 20:08:31,0
2024-05-28 20:09:31,0
2024-05-28 20:10:31,0
2024-05-28 20:11:31,0
2024-05-28 20:12:31,0
2024-05-28 20:13:31,0
2024-05-28 20:14:32,0
2024-05-28 20:15:31,0
2024-05-28 20:16:31,0
2024-05-28 20:17:31,0
2024-05-28 20:18:32,0
2024-05-28 20:19:31,0
2024-05-28 20:20:32,0
2024-05-28 20:21:32,0
2024-05-28 20:22:32,0
2024-05-28 20:23:32,0
2024-05-28 20:24:32,0
2024-05-28 20:25:32,0
2024-05-28 20:26:32,0
2024-05-28 20:27:32,0
2024-05-28 20:28:32,0
2024-05-28 20:29:32,0
2024-05-28 20:30:32,0
2024-05-28 20:31:32,0
2024-05-28 20:32:32,0
2024-05-28 20:33:32,0
2024-05-28 20:34:32,0
2024-05-28 20:35:32,609670
2024-05-28 20:36:32,594720
2024-05-28 20:37:32,0
2024-05-28 20:38:32,0
2024-05-28 20:39:32,0
2024-05-28 20:40:32,0
2024-05-28 20:41:32,0
2024-05-28 20:42:32,0
2024-05-28 20:43:32,0
2024-05-28 20:44:32,0
2024-05-28 20:45:32,0
2024-05-28 20:46:32,0
2024-05-28 20:47:32,0
2024-05-28 20:48:32,0
2024-05-28 20:49:32,0
2024-05-28 20:50:32,0
2024-05-28 20:51:43,0
2024-05-28 20:52:33,0
2024-05-28 20:53:32,0
2024-05-28 20:54:33,0
2024-05-28 20:55:32,0
2024-05-28 20:56:33,0
2024-05-28 20:57:33,0
2024-05-28 20:58:33,0
2024-05-28 20:59:33,0
2024-05-28 21:00:32,0
2024-05-28 21:01:33,0
2024-05-28 21:02:33,0
2024-05-28 21:03:33,0
2024-05-28 21:04:33,0
2024-05-28 21:05:33,0
2024-05-28 21:06:33,0
2024-05-28 21:07:33,0
2024-05-28 21:08:33,0
2024-05-28 21:09:33,0
2024-05-28 21:10:33,0
2024-05-28 21:11:33,0
2024-05-28 21:12:33,0
2024-05-28 21:13:33,0
2024-05-28 21:14:33,0
2024-05-28 21:15:33,0
2024-05-28 21:16:33,0
2024-05-28 21:17:34,0
2024-05-28 21:18:34,0
2024-05-28 21:19:34,0
2024-05-28 21:20:33,0
2024-05-28 21:21:33,0
2024-05-28 21:22:33,0
2024-05-28 21:23:33,0
2024-05-28 21:24:33,0
2024-05-28 21:25:33,0
2024-05-28 21:26:33,0
2024-05-28 21:27:34,0
2024-05-28 21:28:33,0
2024-05-28 21:29:34,0
2024-05-28 21:30:33,0
2024-05-28 21:31:34,0
2024-05-28 21:32:34,0
2024-05-28 21:33:34,0
2024-05-28 21:34:34,0
2024-05-28 21:35:34,612400
2024-05-28 21:36:34,602510
2024-05-28 21:37:34,602510
2024-05-28 21:38:34,0
2024-05-28 21:39:34,0
2024-05-28 21:40:35,0
2024-05-28 21:41:34,0
2024-05-28 21:42:34,0
2024-05-28 21:43:34,0
2024-05-28 21:44:34,0
2024-05-28 21:45:34,0
2024-05-28 21:46:34,0
2024-05-28 21:47:34,0
2024-05-28 21:48:34,0
2024-05-28 21:49:34,0
2024-05-28 21:50:34,0
2024-05-28 21:51:34,0
2024-05-28 21:52:34,0
2024-05-28 21:53:34,0
2024-05-28 21:54:34,0
2024-05-28 21:55:34,0
2024-05-28 21:56:34,0
2024-05-28 21:57:34,0
2024-05-28 21:58:34,0
2024-05-28 21:59:34,0
2024-05-28 22:00:35,0
2024-05-28 22:01:35,0
2024-05-28 22:02:35,0
2024-05-28 22:03:36,0
2024-05-28 22:04:35,0
2024-05-28 22:05:35,0
2024-05-28 22:06:35,0
2024-05-28 22:07:34,0
2024-05-28 22:08:35,0
2024-05-28 22:09:35,0
2024-05-28 22:10:35,0
2024-05-28 22:11:35,0
2024-05-28 22:12:35,0
2024-05-28 22:13:35,0
2024-05-28 22:14:35,0
2024-05-28 22:15:35,0
2024-05-28 22:16:35,0
2024-05-28 22:17:35,0
2024-05-28 22:18:35,0
2024-05-28 22:19:35,0
2024-05-28 22:20:46,0
2024-05-28 22:21:36,0
2024-05-28 22:22:35,0
2024-05-28 22:23:36,0
2024-05-28 22:24:36,0
2024-05-28 22:25:36,0
2024-05-28 22:26:35,109590
2024-05-28 22:27:36,109710
2024-05-28 22:28:36,110580
2024-05-28 22:29:36,113040
2024-05-28 22:30:35,113080
2024-05-28 22:31:36,114080
2024-05-28 22:32:36,114080
2024-05-28 22:33:36,662670
2024-05-28 22:34:36,660110
2024-05-28 22:35:35,114340
2024-05-28 22:36:36,115230
2024-05-28 22:37:36,114340
2024-05-28 22:38:36,114220
2024-05-28 22:39:36,115230
2024-05-28 22:40:36,114220
2024-05-28 22:41:35,115800
2024-05-28 22:42:36,115460
2024-05-28 22:43:36,115460
2024-05-28 22:44:36,114910
2024-05-28 22:45:36,113560
2024-05-28 22:46:36,113560
2024-05-28 22:47:36,113450
2024-05-28 22:48:36,114570
2024-05-28 22:49:36,114570
2024-05-28 22:50:36,114340
2024-05-28 22:51:36,113770
2024-05-28 22:52:36,114880
2024-05-28 22:53:36,113000
2024-05-28 22:54:36,113000
2024-05-28 22:55:36,113650
2024-05-28 22:56:36,112770
2024-05-28 22:57:36,112770
2024-05-28 22:58:36,114880
2024-05-28 22:59:36,114420
2024-05-28 23:00:36,0
2024-05-28 23:01:36,0
2024-05-28 23:02:37,0
2024-05-28 23:03:36,0
2024-05-28 23:04:49,0
2024-05-28 23:05:37,0
2024-05-28 23:06:36,0
2024-05-28 23:07:37,0
2024-05-28 23:08:37,0
2024-05-28 23:09:37,0
2024-05-28 23:10:37,0
2024-05-28 23:11:37,0
2024-05-28 23:12:37,0
2024-05-28 23:13:37,0
2024-05-28 23:14:36,0
2024-05-28 23:15:37,0
2024-05-28 23:16:37,0
2024-05-28 23:17:37,0
2024-05-28 23:18:37,0
2024-05-28 23:19:37,0
2024-05-28 23:20:37,0
2024-05-28 23:21:37,0
2024-05-28 23:22:37,0
2024-05-28 23:23:37,596620
2024-05-28 23:24:37,0
2024-05-28 23:25:37,0
2024-05-28 23:26:37,0
2024-05-28 23:27:38,0
2024-05-28 23:28:38,0
2024-05-28 23:29:38,0
2024-05-28 23:30:38,0
2024-05-28 23:31:38,0
2024-05-28 23:32:38,0
2024-05-28 23:33:37,0
2024-05-28 23:34:37,0
2024-05-28 23:35:37,0
2024-05-28 23:36:37,0
2024-05-28 23:37:37,0
2024-05-28 23:38:37,0
2024-05-28 23:39:37,0
2024-05-28 23:40:37,0
2024-05-28 23:41:37,0
2024-05-28 23:42:37,0
2024-05-28 23:43:37,0
2024-05-28 23:44:37,0
2024-05-28 23:45:38,0
2024-05-28 23:46:38,0
2024-05-28 23:47:38,0
2024-05-28 23:48:38,0
2024-05-28 23:49:38,0
2024-05-28 23:50:38,0
2024-05-28 23:51:38,0
2024-05-28 23:52:38,0
2024-05-28 23:53:38,0
2024-05-28 23:54:38,0
2024-05-28 23:55:38,0
2024-05-28 23:56:38,0
2024-05-28 23:57:38,0
2024-05-28 23:58:38,0
2024-05-28 23:59:38,0
2024-05-29 00:00:38,0
2024-05-29 00:01:38,0
2024-05-29 00:02:38,0
2024-05-29 00:03:38,0
2024-05-29 00:04:38,0
2024-05-29 00:05:38,0
2024-05-29 00:06:39,0
2024-05-29 00:07:38,0
2024-05-29 00:08:39,0
2024-05-29 00:09:38,610120
2024-05-29 00:10:39,600820
2024-05-29 00:11:39,0
2024-05-29 00:12:39,0
2024-05-29 00:13:39,0
2024-05-29 00:14:39,0
2024-05-29 00:15:39,0
2024-05-29 00:16:39,0
2024-05-29 00:17:39,0
2024-05-29 00:18:38,0
2024-05-29 00:19:38,0
2024-05-29 00:20:39,0
2024-05-29 00:21:38,0
2024-05-29 00:22:38,0
2024-05-29 00:23:38,0
2024-05-29 00:24:38,0
2024-05-29 00:25:39,0
2024-05-29 00:26:39,0
2024-05-29 00:27:39,0
2024-05-29 00:28:39,0
2024-05-29 00:29:39,0
2024-05-29 00:30:39,0
2024-05-29 00:31:39,0
2024-05-29 00:32:39,0
2024-05-29 00:33:43,0
2024-05-29 00:34:40,0
2024-05-29 00:35:39,0
2024-05-29 00:36:39,0
2024-05-29 00:37:40,0
2024-05-29 00:38:40,0
2024-05-29 00:39:39,0
2024-05-29 00:40:39,0
2024-05-29 00:41:39,0
2024-05-29 00:42:39,0
2024-05-29 00:43:39,0
2024-05-29 00:44:39,0
2024-05-29 00:45:39,0
2024-05-29 00:46:40,0
2024-05-29 00:47:39,0
2024-05-29 00:48:40,0
2024-05-29 00:49:40,607390
2024-05-29 00:50:40,596280
2024-05-29 00:51:39,0
2024-05-29 00:52:39,0
2024-05-29 00:53:39,0
2024-05-29 00:54:39,0
2024-05-29 00:55:46,0
2024-05-29 00:56:40,0
2024-05-29 00:57:40,0
2024-05-29 00:58:40,0
2024-05-29 00:59:40,0
2024-05-29 01:00:40,0
2024-05-29 01:01:40,0
2024-05-29 01:02:40,0
2024-05-29 01:03:40,0
2024-05-29 01:04:40,0
2024-05-29 01:05:40,0
2024-05-29 01:06:40,0
2024-05-29 01:07:40,0
2024-05-29 01:08:40,0
2024-05-29 01:09:40,0
2024-05-29 01:10:40,0
2024-05-29 01:11:40,0
2024-05-29 01:12:40,0
2024-05-29 01:13:40,0
2024-05-29 01:14:40,0
2024-05-29 01:15:40,0
2024-05-29 01:16:40,0
2024-05-29 01:17:41,0
2024-05-29 01:18:41,0
2024-05-29 01:19:41,0
2024-05-29 01:20:41,0
2024-05-29 01:21:41,0
2024-05-29 01:22:41,0
2024-05-29 01:23:41,0
2024-05-29 01:24:41,0
2024-05-29 01:25:41,0
2024-05-29 01:26:40,0
2024-05-29 01:27:40,0
2024-05-29 01:28:41,0
2024-05-29 01:29:40,0
2024-05-29 01:30:41,0
2024-05-29 01:31:40,0
2024-05-29 01:32:40,0
2024-05-29 01:33:41,0
2024-05-29 01:34:41,0
2024-05-29 01:35:41,0
2024-05-29 01:36:41,0
2024-05-29 01:37:41,0
2024-05-29 01:38:41,0
2024-05-29 01:39:41,120150
2024-05-29 01:40:41,111470
2024-05-29 01:41:41,112050
2024-05-29 01:42:41,110920
2024-05-29 01:43:41,112630
2024-05-29 01:44:41,679500
2024-05-29 01:45:41,679210
2024-05-29 01:46:41,679210
2024-05-29 01:47:41,115880
2024-05-29 01:48:41,115880
2024-05-29 01:49:41,114570
2024-05-29 01:50:41,116580
2024-05-29 01:51:41,116230
2024-05-29 01:52:41,116690
2024-05-29 01:53:41,114340
2024-05-29 01:54:41,114680
2024-05-29 01:55:41,115360
2024-05-29 01:56:41,116030
2024-05-29 01:57:41,117160
2024-05-29 01:58:41,117160
2024-05-29 01:59:41,115020
2024-05-29 02:00:47,117270
2024-05-29 02:01:42,116920
2024-05-29 02:02:42,115250
2024-05-29 02:03:42,115250
2024-05-29 02:04:42,114680
2024-05-29 02:05:42,115460
2024-05-29 02:06:42,114790
2024-05-29 02:07:42,114790
2024-05-29 02:08:42,114450
2024-05-29 02:09:42,116460
2024-05-29 02:10:42,114340
2024-05-29 02:11:42,115690
2024-05-29 02:12:42,116110
2024-05-29 02:13:42,116230
2024-05-29 02:14:42,0
2024-05-29 02:15:42,0
2024-05-29 02:16:42,0
2024-05-29 02:17:42,0
2024-05-29 02:18:42,0
2024-05-29 02:19:42,0
2024-05-29 02:20:42,0
2024-05-29 02:21:42,0
2024-05-29 02:22:42,0
2024-05-29 02:23:42,0
2024-05-29 02:24:42,0
2024-05-29 02:25:42,0
2024-05-29 02:26:43,0
2024-05-29 02:27:43,0
2024-05-29 02:28:43,0
2024-05-29 02:29:42,0
2024-05-29 02:30:42,0
2024-05-29 02:31:42,0
2024-05-29 02:32:42,0
2024-05-29 02:33:42,0
2024-05-29 02:34:42,0
2024-05-29 02:35:42,601210
2024-05-29 02:36:42,0
2024-05-29 02:37:43,0
2024-05-29 02:38:43,0
2024-05-29 02:39:43,0
2024-05-29 02:40:43,0
2024-05-29 02:41:43,0
2024-05-29 02:42:42,0
2024-05-29 02:43:43,0
2024-05-29 02:44:43,0
2024-05-29 02:45:43,0
2024-05-29 02:46:43,0
2024-05-29 02:47:43,0
2024-05-29 02:48:43,0
2024-05-29 02:49:43,0
2024-05-29 02:50:43,0
2024-05-29 02:51:43,0
2024-05-29 02:52:43,0
2024-05-29 02:53:43,0
2024-05-29 02:54:43,0
2024-05-29 02:55:43,0
2024-05-29 02:56:43,0
2024-05-29 02:57:43,0
2024-05-29 02:58:43,0
2024-05-29 02:59:43,0
2024-05-29 03:00:43,0
2024-05-29 03:01:43,0
2024-05-29 03:02:43,0
2024-05-29 03:03:43,0
2024-05-29 03:04:43,0
2024-05-29 03:05:43,0
2024-05-29 03:06:44,0
2024-05-29 03:07:43,0
2024-05-29 03:08:44,0
2024-05-29 03:09:43,0
2024-05-29 03:10:44,0
2024-05-29 03:11:43,0
2024-05-29 03:12:44,0
2024-05-29 03:13:43,0
